id,brand,categories,dateAdded,dateUpdated,ean,keys,manufacturer,manufacturerNumber,name,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,upc,brand_clean,category_list,category_level_1,category_level_2,category_level_3
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-04-08T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,148993380.0,,1,https://www.walmart.com/reviews/product/43383370,tried it with my husband and felt no different there was no effect no change first te using ky gel not sure if i want to try any others...,pretty dissapoitned,,,jds1992,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-04-05T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,148815089.0,,1,https://www.walmart.com/reviews/product/43383370,Purchased this thinking it would have some sort of warming effect but it's the same as the original. Don't waste your money.,Waste of Money,,,Bre234,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-04-08T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,148993854.0,,1,https://www.walmart.com/reviews/product/43383370,"Bought this to enhance our time a bit, did abslutely nothing very disappointed especially because its almost 20!",waste of money,,,jds1992,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-03-01T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,142847293.0,,1,https://www.walmart.com/reviews/product/43383370,I bought this after really liking the his n hers variety but this is nothing like that very disappointed with this product.,Not happy with this product,,,Gordy313,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-09T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,114599277.0,,1,https://www.walmart.com/reviews/product/43383370,First time purchase of this type of product. Maybe I expected too much. Did not think there was any warming feeling at all. Left us sticky! Even after trying to was it off.,Disappointed,,,Nicole,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-06T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,113144826.0,,1,https://www.walmart.com/reviews/product/43383370,I bought this and tried this with my wife but we did not enjoy it ..we did not feel anything enhancement with this product at all such as the his-her product.,Not what I expected,,,Cvperez,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-29T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,,125706450.0,,1,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,I bought this product to spice things up with my fianc and it didn't do anything! No passion. Will not buy again,Was so disappointed!!,,,Beccagrl532,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-16T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,117008196.0,,1,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,"I bought this to try to spice things up, but I felt nothing. Very disappointing to be honest.",very disappointed!,,,sanchez,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-01T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",True,True,112558983.0,,3,https://www.walmart.com/reviews/product/43383370,"I bought this because it had better reviews than the his and hers jelly, but I feel like it didn't work that well for us. It was kind of warm-feeling, but that's about it. I guess I don't know what's supposed to happen! Lol",Pretty nice,,,LL24,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,False,113642710.0,,3,https://www.walmart.com/reviews/product/43383370,It was my first time using k-y. It didn't do anything in my opinion it felt like every time we did anything. Then again was my first time so probably did Somthing wrong.,First time using,,,Browns fan,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-05-12T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,151057764.0,,4,https://www.walmart.com/reviews/product/43383370,"I noticed this product on clearance at a store I shop frequently and decided to give it a try. My husband and I LOVE it! We went back and bought every box left! I, like others have mentioned, am not sure what it is supposed to do other than be a lubricant but for that purpose we like it much better than regular KY Jelly (which tends to dry out and disappear for us). This product stays on for awhile and makes for a very pleasurable experience. The only drawback is that we find it to be a bit sticky. After applying it with your hands you're left with a sticky hand and I agree a little goes a long way! I personally have to be very careful with all products due to skin irritation and surprisingly this actually seems to help that. I did NOT receive a sample and never have.",We love it!,,,Just Faith everyday,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-11-04T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,108031311.0,,4,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,I used this product a couple of times since i recived it free to try and it has been a good experiance it feel warm so its a pretty good sensation so i recomend.,good times,,,vero,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-01-07T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,113572179.0,,4,https://www.walmart.com/reviews/product/43383370?limit=20&sort=relevancy&page=2,"Used a few times stays a bit sticky but not too bad, better than most products",Does the job,,,Jo276,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2017-08-15T00:00:00.000Z,2017-09-11T17:13:57Z,2017-09-04T12:18:00.000Z,True,,103915758.0,,5,https://www.walmart.com/reviews/product/43383370,Loved This review was collected as part of a promotion.,Loved,,,Ashley A,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2016-11-26T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",True,True,169669810.0,,5,https://www.walmart.com/reviews/product/43383370,This is a good product. Will give you a great feeling.,Great sensation,,,Jp71,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
AV16khLE-jtxr-f38VFn,K-Y,"Personal Care,Medicine Cabinet,Lubricant/Spermicide,Health,Sexual Wellness,Lubricants",2017-07-25T16:26:19Z,2018-02-05T11:25:51Z,67981934427.0,"kylovesensualitypleasuregel/b00u2whx8s,067981934427,0067981934427,kylovesensualitypleasuregel/553550989,kylovesensualitypleasuregel/b014gk947e,ky/067981934427",K-Y,67981934427,K-Y Love Sensuality Pleasure Gel,2015-11-05T00:00:00.000Z,2017-09-11T17:13:57Z,"2017-09-04T12:18:00.000Z,2017-08-09T02:12:00.000Z",False,True,108110922.0,,5,https://www.walmart.com/reviews/product/43383370,"I really enjoyed using this product with my husband. After 20+ years of marriage, things can tend to get a little tired and boring. This was just the thing we needed to shake things up a bit. The packaging and pump dispenser is awesome. The product itself does not disappoint. A little goes a very long way. It provides a slight warming sensation when in use and does not become sticky or tacky in anyway. This is an excellent choice for an intimate lubricant. I received a free product for the purpose of my review. Opinions are 100 my own.",That little extra something..,,,Jkell,67981934427,K-Y,"['Personal Care', 'Medicine Cabinet', 'Lubricant/Spermicide', 'Health', 'Sexual Wellness', 'Lubricants']",Personal Care,Medicine Cabinet,Lubricant/Spermicide
